0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,Control_51,C9-Patient_66,C9-Patient_67,C9-Patient_68,C9-Patient_69,C9-Patient_70,C9-Patient_71,C9-Patient_72,C9-Patient_73,C9-Patient_74,C9-Patient_75
chr21_33602570,0.82,0.57,0.68,0.66,0.71,0.71,0.62,0.43,0.65,0.67,0.52,0.69,0.79,0.7,0.8,0.7,0.65,0.58,0.75,0.86,0.64,0.49,0.6,0.49,0.49,0.48,0.53,0.6,0.53,0.6,0.45
chr12_29661072,0.44,0.97,0.9,0.87,0.93,0.0,0.92,0.62,0.88,0.0,0.82,0.95,0.95,0.94,0.45,0.5,0.84,0.78,0.9,0.97,0.75,0.86,0.91,0.0,0.39,0.51,0.42,0.4,0.37,0.32,0.01
chr14_91147213,0.86,0.96,0.8,0.82,0.96,0.94,0.83,0.77,0.76,0.85,0.97,0.89,0.93,0.85,0.82,0.93,0.8,0.93,0.91,0.96,0.83,0.81,0.72,0.8,0.71,0.76,0.75,0.73,0.76,0.61,0.6
chr12_53718306,0.93,0.86,0.88,0.41,0.92,0.91,1.0,0.83,0.97,0.93,0.96,1.0,1.0,0.51,0.97,1.0,0.96,0.58,1.0,0.94,0.93,0.51,0.41,0.88,0.39,0.0,0.52,0.48,0.96,0.86,0.9
chr6_167179087,0.02,0.4,0.0,0.48,0.46,0.51,0.44,0.81,0.38,0.08,0.22,0.55,0.46,0.0,0.48,0.0,0.55,0.78,0.3,0.45,0.75,0.28,0.21,0.22,0.0,0.2,0.34,0.02,0.0,0.15,0.14
chr18_58149413,0.76,0.7,0.72,0.74,0.69,0.62,0.62,0.62,0.6,0.78,0.71,0.82,0.81,0.72,0.73,0.82,0.6,0.47,0.58,0.87,0.73,0.52,0.58,0.52,0.51,0.6,0.48,0.6,0.59,0.6,0.51
chr11_67991973,0.76,0.54,0.84,0.63,0.63,0.5,0.66,0.66,0.51,0.44,0.55,0.68,0.45,0.56,0.89,0.52,0.72,0.55,0.57,0.72,0.67,0.49,0.49,0.46,0.42,0.47,0.51,0.47,0.45,0.45,0.51
chr2_239187845,0.7,0.51,0.6,0.66,0.79,0.65,0.71,0.6,0.48,0.8,0.69,0.82,0.74,0.7,0.66,0.73,0.75,0.75,0.65,0.73,0.51,0.52,0.5,0.48,0.38,0.55,0.47,0.6,0.52,0.6,0.45
chr1_148329021,0.75,0.53,0.52,0.4706666666666667,0.76,0.61,0.64,0.58,0.61,0.21,0.4,0.52,0.56,0.25,0.5,0.4,0.42,0.42,0.76,0.76,0.61,0.24,0.34,0.41,0.63,0.28,0.41,0.33,0.2,0.16,0.31
chr3_64151131,0.73,0.72,0.75,0.6,0.75,0.75,0.73,0.67,0.65,0.74,0.67,0.75,0.81,0.71,0.65,0.81,0.58,0.62,0.77,0.65,0.68,0.77,0.88,0.79,0.82,0.83,0.82,0.83,0.91,0.82,0.88
chr4_165008519,0.68,0.73,0.8,0.65,0.52,0.71,0.73,0.6,0.65,0.42,0.75,0.91,0.69,0.57,0.78,0.76,0.71,0.55,0.79,0.67,0.8,0.64,0.46,0.39,0.45,0.49,0.64,0.54,0.46,0.6,0.52
chr10_132668346,0.71,0.47,0.33,0.35,0.39,0.47,0.67,0.68,0.41,0.68,0.5,0.6,0.74,0.57,0.71,0.72,0.4993333333333334,0.5,0.46,0.55,0.61,0.44,0.41,0.39,0.39,0.33,0.35,0.4,0.46,0.36,0.33
chr22_46353709,0.61,0.44,0.45,0.62,0.46,0.59,0.59,0.51,0.52,0.52,0.65,0.69,0.72,0.6,0.58,0.57,0.48,0.76,0.78,0.8,0.48,0.34,0.43,0.39,0.52,0.45,0.37,0.46,0.44,0.4,0.31
chr5_180014081,0.86,0.93,0.88,0.9,0.84,0.7,0.84,0.88,0.79,0.9,0.83,0.82,0.85,0.84,0.82,1.0,0.87,0.75,0.9,0.98,0.87,0.72,0.78,0.7,0.74,0.81,0.71,0.8,0.69,0.7,0.64
chr14_94869167,0.85,0.0,0.64,0.0,0.66,0.3455555555555555,0.4,0.93,0.0,0.3455555555555555,0.62,0.0,0.65,0.65,0.3455555555555555,0.63,0.81,0.66,0.0,0.3455555555555555,0.54,0.0,0.7,0.56,0.0,0.03,0.0,0.0,0.0,0.0,0.0
chr16_17932582,0.63,0.87,0.67,0.48,0.52,0.3,0.86,0.43,1.0,0.92,0.0,0.86,0.4,0.36,0.85,0.96,0.41,0.92,0.85,0.91,0.53,0.38,0.45,0.43,0.45,0.44,0.0,0.34,0.41,0.0,0.77
chr3_72406115,0.5,0.34,0.39,0.55,0.38,0.52,0.31,0.33,0.2,0.31,0.45,0.34,0.37,0.41,0.4,0.37,0.29,0.43,0.38,0.47,0.29,0.27,0.28,0.23,0.29,0.23,0.27,0.29,0.28,0.21,0.17
chr22_32204325,0.53,0.38,0.53,0.45,0.65,0.65,0.47,0.56,0.22,0.02,0.6,0.6,0.68,0.44,0.42,0.5,0.19,0.71,0.4,0.29,0.65,0.24,0.13,0.31,0.19,0.07,0.27,0.19,0.66,0.37,0.22
chr20_58710573,0.9,0.84,0.81,0.81,0.92,0.87,0.87,0.85,0.93,0.95,0.86,0.91,0.86,0.85,0.91,0.97,0.97,0.88,0.89,0.89,0.86,0.71,0.77,0.74,0.81,0.81,0.74,0.82,0.77,0.77,0.77
chr7_99141873,0.89,0.64,0.86,0.8,0.77,0.7,0.95,0.8,0.84,1.0,0.76,0.82,0.72,0.91,0.71,0.9,0.95,0.76,0.81,0.8,0.77,0.53,0.61,0.63,0.58,0.8,0.57,0.76,0.65,0.63,0.57
chr17_21573933,0.7,0.84,0.8,0.59,0.58,0.81,0.54,0.73,0.5,1.0,0.76,0.68,0.55,0.65,0.62,0.88,0.5,0.8,1.0,0.76,0.78,0.6,0.59,0.52,0.59,0.5,0.48,0.54,0.24,0.61,0.55
chr19_48498534,0.64,0.6110344827586205,0.94,0.23,0.6110344827586205,0.76,0.78,0.37,0.66,0.81,0.69,0.72,0.62,0.76,0.7,0.7,0.61,0.94,0.9,0.95,0.42,0.5,0.31,0.22,0.71,0.4,0.52,0.39,0.63,0.6,0.24
chr17_21573962,0.57,0.78,0.47,0.29,0.3,0.38,0.52,0.31,0.44,0.53,0.43,0.52,0.21,0.43,0.47,0.46,0.45,0.53,0.7,0.61,0.52,0.36,0.42,0.24,0.36,0.26,0.36,0.26,0.09,0.28,0.4
chr3_145808202,0.64,0.64,0.52,0.77,0.06,0.0,0.82,0.26,0.3,0.36,0.5,0.41,0.34,1.0,0.78,0.85,0.6,0.78,0.0,0.47,0.0,0.33,0.0,0.42,0.0,0.4,0.0,0.41,0.01,0.0,0.0
chr2_132603709,0.88,0.4,0.8,0.88,0.5,0.85,0.79,0.9,0.82,0.36,0.82,0.9,0.93,0.7,0.77,0.84,0.73,0.28,0.77,0.81,0.96,0.71,0.7,0.7,0.66,0.32,0.64,0.36,0.57,0.61,0.51
chr15_41834580,0.5,0.96,0.3,0.48,0.0,0.56,0.0,0.88,0.41,0.65,0.56,0.52,0.0,0.41,0.91,0.55,0.9,0.44,0.0,0.54,0.55,0.83,0.92,0.83,0.87,0.49,0.89,0.85,0.82,0.48,0.84
chr20_53594315,0.18,0.17074074074074078,0.0,0.17074074074074078,0.1,0.3,0.17,0.09,0.1,0.07,0.07,0.25,0.07,0.1,0.15,0.11,0.11,0.06,0.17074074074074078,0.13,0.0,0.19,0.59,0.23,0.17074074074074078,0.2,0.36,0.25,0.26,0.19,0.28
chr5_62041689,0.86,0.88,0.87,0.86,0.88,0.82,0.84,0.89,0.84,0.8,0.85,1.0,0.97,0.85,0.89,0.85,0.95,1.0,0.92,0.96,0.62,0.65,0.79,0.78,0.77,0.72,0.8,0.81,0.78,0.73,0.79
chr17_21512326,0.56,0.54,0.45,0.66,0.61,0.54,0.52,0.52,0.65,0.78,0.63,0.43,0.75,0.58,0.44,0.76,0.55,0.54,0.62,0.65,0.5,0.48,0.36,0.45,0.5,0.33,0.2,0.52,0.36,0.25,0.45
chr19_45882770,0.53,0.76,0.52,0.31,0.66,0.67,0.44,0.79,0.61,0.84,0.75,0.73,0.65,0.62,0.61,0.6,0.54,0.63,0.86,0.63,0.8,0.39,0.53,0.56,0.44,0.46,0.5,0.59,0.35,0.5,0.45
chr10_50024960,0.26,0.18,0.52,0.42,0.36,0.2,0.29,0.31,0.09,0.48,0.28,0.27,0.54,0.14,0.21,0.21,0.11,0.42,0.03,0.21,0.27,0.17,0.11,0.03,0.07,0.07,0.12,0.12,0.05,0.15,0.19
chr19_15250056,0.76,0.86,0.69,0.89,0.81,0.91,0.84,0.89,0.77,0.8,0.68,0.96,0.88,0.77,0.88,0.96,0.59,0.79,0.94,0.91,0.86,0.73,0.63,0.79,0.64,0.61,0.59,0.68,0.66,0.59,0.6
chr22_19722513,0.8,0.89,0.74,0.88,0.94,0.81,0.78,0.75,0.85,0.85,0.7,0.88,0.93,0.76,0.82,0.91,0.75,0.87,0.96,0.95,0.81,0.42,0.9,0.59,0.64,0.76,0.62,0.73,0.71,0.6,0.6
chr22_15689327,0.36,0.3,0.28,0.25,0.28,0.33,0.25,0.47,0.4,0.23,0.23,0.28,0.36,0.4,0.16,0.35,0.22,0.33,0.3,0.1,0.37,0.35,0.46,0.56,0.53,0.49,0.57,0.49,0.43,0.4,0.48
chr16_87295321,0.0,0.0,0.05,0.51,0.37,0.0,0.0,0.44,0.0,0.53,0.33,0.0,1.0,0.5,0.84,0.0,0.0,0.88,0.42,0.0,0.0,0.37,0.48,0.4,0.82,0.9,0.45,0.41,0.8,0.46,0.92
chr5_40765501,0.91,0.86,0.9,0.89,1.0,1.0,0.92,0.97,0.96,0.96,0.96,0.88,1.0,0.96,0.89,0.95,0.96,0.89,1.0,0.97,0.87,0.77,0.79,0.9,0.79,0.75,0.76,0.83,0.86,0.78,0.81
chr2_159057806,0.91,0.8,0.54,0.44,0.51,0.32,0.51,0.88,0.85,0.71,0.38,0.48,0.36,0.0,0.95,0.47,0.83,0.0,0.3,0.85,0.84,0.44,0.0,0.0,0.37,0.0,0.57,0.45,0.0,0.0,0.45
chr5_177431703,0.0,0.0,0.05,0.08,0.0,0.12,0.06,0.11,0.03,0.0,0.03,0.02,0.0,0.06,0.21,0.05,0.08,0.0,0.0,0.0,0.0,0.37,0.19,0.29,0.11,0.11,0.29,0.0,0.37,0.23,0.25
chr2_240464548,0.0,0.71,0.18,0.0,0.9,0.78,0.74,0.98,0.66,0.72,0.82,0.88,0.5882758620689656,0.5882758620689656,0.76,0.91,0.87,0.9,0.87,0.91,0.81,0.0,0.0,0.73,0.0,0.0,0.75,0.84,0.65,0.0,0.69
chr15_76261338,0.66,0.2,0.21,0.29,0.11,0.2,0.83,0.48000000000000015,0.19,0.81,0.23,0.27,0.87,0.7,0.15,0.48000000000000015,0.25,0.23,0.05,0.48000000000000015,0.33,0.75,0.78,0.4,0.71,0.81,0.8,0.88,0.53,0.3,0.9
chr19_5076766,0.83,0.47,0.47,0.51,0.91,0.87,0.72,0.84,0.81,0.58,0.83,0.46,0.88,1.0,0.74,0.83,0.87,0.88,0.36,0.92,0.19,0.45,0.11,0.42,0.54,0.4,0.87,0.54,0.52,0.44,0.01
chr18_39801392,1.0,1.0,0.8,1.0,0.9085714285714286,1.0,0.83,0.92,1.0,1.0,1.0,0.91,0.86,0.91,1.0,1.0,0.9085714285714286,0.9085714285714286,1.0,1.0,0.95,0.8,0.71,0.8,0.89,0.88,0.9,0.85,0.8,0.81,0.82
chr2_73614320,0.23,0.14,0.27,0.09,0.13,0.25,0.29,0.35,0.31,0.1,0.4,0.08,0.1,0.16,0.28,0.27,0.42,0.26,0.28,0.12,0.19,0.4,0.53,0.37,0.3,0.45,0.56,0.22,0.52,0.47,0.48
chr3_145808128,0.4786666666666665,0.7,0.66,0.73,0.33,0.2,0.69,0.38,0.75,0.47,0.35,0.45,0.43,0.75,0.76,1.0,0.62,0.75,0.35,0.53,0.37,0.39,0.26,0.55,0.16,0.24,0.27,0.5,0.28,0.17,0.27
chr4_18935945,0.77,0.73,0.81,0.69,0.88,0.75,0.36,0.42,0.37,0.84,0.32,0.51,0.86,0.39,0.69,0.7,0.48,0.74,0.0,0.48,0.48,0.57,0.36,0.0,0.01,0.0,0.42,0.41,0.39,0.46,0.4
chr11_128709526,0.84,0.7,0.71,0.78,0.75,0.61,0.85,0.76,0.7,0.78,0.7124137931034484,0.84,0.71,0.87,0.78,0.71,0.7,0.7124137931034484,0.75,0.86,0.71,0.65,0.62,0.57,0.76,0.65,0.61,0.67,0.48,0.57,0.67
chr5_172456582,0.82,0.5,0.75,0.57,0.38,0.63,0.9,0.63,0.5,0.76,0.85,0.78,0.9,0.63,0.6443333333333334,0.86,0.72,0.63,0.87,0.6,0.72,0.56,0.62,0.62,0.54,0.59,0.62,0.59,0.5,0.35,0.34
chr20_46308430,0.5,0.4082142857142857,0.62,0.76,0.36,0.45,0.44,0.54,0.4082142857142857,0.45,0.42,0.44,0.26,0.33,0.35,0.5,0.35,0.4082142857142857,0.69,0.41,0.55,0.31,0.39,0.32,0.19,0.33,0.33,0.2,0.35,0.29,0.3
chr5_95891131,0.73,0.89,0.8,0.75,0.69,0.86,1.0,0.73,0.78,0.77,0.57,0.71,0.84,0.69,0.75,0.71,0.5,0.7033333333333331,0.61,0.81,0.73,0.61,0.65,0.61,0.64,0.63,0.65,0.61,0.58,0.62,0.58
chr1_150973360,0.72,0.61,0.78,0.64,0.6,0.46,0.65,0.79,0.58,0.84,0.54,0.69,0.6,0.73,0.58,0.51,0.48,0.48,0.68,0.77,0.76,0.33,0.52,0.5,0.5,0.54,0.49,0.57,0.4,0.5,0.41
chr1_1361678,0.0,0.54,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.32,0.81,0.34,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.43,0.4,0.35,0.0,0.43,0.44,0.15,0.5,0.51
chr7_78040427,0.37,0.47,0.29,0.47,0.5,0.27,0.0,0.15,0.16,0.0,0.15,0.55,0.44,0.42,0.46,0.04,0.16,0.2,0.22,0.33,0.08,0.19,0.04,0.11,0.0,0.0,0.02,0.09,0.02,0.1,0.12
chr5_135049935,1.0,0.8,0.94,0.78,1.0,0.87,0.69,1.0,0.88,0.82,0.8386666666666667,0.93,0.9,0.83,1.0,1.0,0.85,0.83,0.9,1.0,0.72,0.77,0.78,0.55,0.8,0.8,0.79,0.69,0.74,0.75,0.75
chr2_239816464,0.7789285714285714,0.5,1.0,0.94,0.93,0.95,0.7,0.95,0.38,0.94,0.77,0.91,0.92,0.9,0.9,0.83,0.7789285714285714,0.7789285714285714,0.95,0.92,0.86,0.64,0.55,0.66,0.88,0.83,0.48,0.8,0.75,0.57,0.4
chr11_7519868,0.88,0.76,0.73,0.82,0.96,0.83,0.9,0.96,0.94,0.95,0.86,0.96,0.89,0.87,1.0,0.88,0.86,0.88,0.87,0.92,0.81,0.72,0.75,0.68,0.77,0.64,0.85,0.77,0.77,0.67,0.68
chr12_57670883,0.79,0.93,0.56,0.9,0.81,0.73,0.93,1.0,0.73,0.95,0.84,0.95,0.72,0.93,0.85,0.84,0.84,0.73,0.84,1.0,0.7883333333333333,0.63,0.78,0.6,0.65,0.68,0.72,0.75,0.71,0.64,0.62
chr9_686786,0.83,0.89,0.72,0.83,0.92,0.79,0.82,0.83,0.86,0.8,0.86,0.84,0.96,0.86,0.71,0.86,0.87,0.72,0.7,0.89,0.84,0.49,0.71,0.68,0.68,0.74,0.75,0.73,0.7,0.7,0.66
chr7_151037212,0.78,0.54,0.73,0.63,0.76,0.63,0.6,0.6,0.66,0.67,0.76,0.86,0.68,0.51,0.62,0.6,0.73,0.46,0.68,0.81,0.77,0.48,0.52,0.52,0.47,0.46,0.51,0.56,0.67,0.5,0.26
chr5_77785660,0.76,0.79,0.0,0.53,0.38,0.38,0.6,0.0,0.48,0.0,0.6,0.25,0.95,0.6,0.6,0.87,0.61,0.61,0.63,0.0,0.42,0.78,0.86,0.86,0.0,0.83,0.82,0.89,0.55,0.84,0.83
chr1_18199742,0.5,0.59,0.52,0.68,0.64,0.65,0.64,0.61,0.57,0.62,0.52,0.37,0.66,0.75,0.36,0.4,0.68,0.8,0.86,0.64,0.61,0.3,0.38,0.51,0.4,0.52,0.51,0.48,0.24,0.34,0.45
chr11_8776149,0.46,0.5,0.61,0.8,0.76,0.53,0.8,0.91,0.9,0.23,0.34,0.14,0.81,0.63,0.61,0.61,0.6362068965517242,0.33,0.25,0.15,0.6362068965517242,0.81,0.83,0.88,0.64,0.86,0.76,0.88,1.0,0.78,0.64
chr1_148294460,0.82,0.0,0.53,0.0,0.71,0.68,0.56,0.48,0.48,0.92,0.85,0.0,0.31,1.0,0.61,0.76,0.54,0.48,0.48,0.68,0.84,0.0,0.0,0.66,0.55,0.0,0.6,0.67,0.05,0.62,0.0
chr14_24267682,0.95,0.91,0.79,0.87,0.8,0.97,0.89,0.88,0.86,0.97,0.88,0.85,0.85,0.89,0.92,0.76,0.86,0.83,0.91,0.91,0.82,0.79,0.75,0.66,0.68,0.76,0.72,0.74,0.82,0.75,0.64
chr18_79548470,0.85,0.96,0.68,0.84,0.89,0.93,0.88,0.85,0.87,0.91,0.84,0.94,0.83,0.44,0.9,0.96,0.89,0.86,0.92,0.89,0.93,0.81,0.38,0.37,0.83,0.91,0.9,0.4,0.39,0.83,0.32
chr17_30920696,0.86,0.87,0.4,0.34,0.0,0.44,0.0,0.55,0.0,0.96,0.45,0.0,0.0,1.0,0.59,0.5,0.33,0.71,0.32,0.38,0.0,0.87,0.52,0.46,0.82,0.51,0.88,0.86,0.86,0.46,0.52
chr1_39567633,0.94,0.9,0.85,0.96,0.75,0.87,0.77,0.85,0.94,0.93,0.95,0.96,0.87,0.94,0.87,0.86,0.73,0.9,0.66,0.89,0.85,0.68,0.73,0.75,0.64,0.8,0.78,0.83,0.79,0.69,0.56
chr9_133954165,0.5,0.65,0.0,0.7,0.81,0.0,0.9,0.4,0.77,0.0,0.79,0.76,0.0,0.23,0.4,0.81,0.77,0.64,0.77,0.85,0.77,0.45,0.86,0.84,0.79,0.82,0.8,0.81,0.84,0.83,0.8
chr7_16399946,0.77,0.8,0.78,0.79,0.56,0.73,0.65,0.72,0.7,0.71,0.63,0.8,0.77,0.66,0.76,0.68,0.66,0.58,0.68,0.68,0.58,0.61,0.59,0.54,0.46,0.64,0.6,0.55,0.6,0.55,0.42
chr16_87412638,0.84,0.93,0.88,0.94,0.81,0.8155172413793104,0.85,0.86,0.76,0.92,0.86,0.85,0.93,0.75,0.93,0.93,0.8155172413793104,0.66,0.81,0.96,0.85,0.72,0.79,0.69,0.71,0.78,0.78,0.74,0.66,0.68,0.78
chr3_63992869,0.83,0.7,0.62,0.62,0.48,0.64,0.45,0.52,0.62,0.51,0.62,0.9,0.87,0.78,0.8,0.75,0.67,0.58,0.65,0.82,0.41,0.39,0.31,0.42,0.25,0.21,0.38,0.5,0.73,0.61,0.34
chr12_34343271,0.37,0.14,0.54,0.68,0.66,0.75,0.78,0.5,0.6,0.5,0.31,0.5,0.44,0.72,0.58,0.56,0.48407407407407405,0.48407407407407405,0.48407407407407405,0.5,0.48407407407407405,0.44,0.45,0.44,0.4,0.43,0.43,0.42,0.22,0.23,0.48
chr21_45283823,0.42,0.88,0.62,0.55,0.58,0.88,0.91,0.93,0.57,0.89,0.86,0.88,0.0,0.94,0.93,0.9,0.51,0.81,0.92,0.9,0.47,0.86,0.47,0.01,0.35,0.44,0.48,0.46,0.46,0.46,0.87
chr4_144117165,0.84,0.73,0.6,0.35,0.85,0.75,0.82,0.0,0.53,0.5,0.69,0.47,0.67,0.26,0.48,0.42,0.9,0.75,0.37,0.03,0.85,0.69,0.02,0.47,0.3,0.01,0.06,0.02,0.06,0.3,0.4
chr16_88735532,0.91,0.96,0.8,0.78,0.92,0.81,0.93,0.93,1.0,0.85,0.9,0.94,0.83,0.81,0.8,0.91,0.95,0.88,1.0,0.97,0.94,0.74,0.8,0.74,0.67,0.77,0.75,0.77,0.75,0.81,0.64
chr3_142889670,0.3,0.16,0.23,0.21,0.36,0.21,0.23,0.38,0.38,0.23,0.19,0.21,0.46,0.35,0.39,0.37,0.43,0.28,0.44,0.34,0.5,0.18,0.13,0.22,0.17,0.18,0.19,0.13,0.17,0.1,0.19
chr20_59074730,0.0,0.46,0.4,0.55,0.73,0.23,0.87,0.0,0.86,0.43,0.0,0.62,0.66,0.88,0.0,0.0,0.35,0.66,0.17,0.52,0.52,0.31,0.0,0.0,0.0,0.0,0.41,0.0,0.01,0.0,0.38
chr18_76274702,0.75,0.76,0.62,0.62,0.78,0.7,0.66,0.84,0.7,0.91,0.65,0.88,0.71,0.88,0.8,0.86,0.69,0.68,0.72,0.84,0.63,0.52,0.6,0.59,0.45,0.55,0.49,0.64,0.64,0.76,0.49
chr7_132758242,0.8,0.75,0.67,0.72,0.62,0.69,0.67,0.72,0.84,0.73,0.71,0.88,0.85,0.73,0.59,0.76,0.72,0.44,0.7,0.78,0.66,0.65,0.56,0.63,0.56,0.59,0.61,0.64,0.55,0.56,0.55
chr15_79673853,0.63,0.6,0.66,0.95,0.62,0.78,0.83,0.86,0.66,0.86,0.8,0.94,0.63,0.82,0.8,0.78,0.88,0.84,0.64,0.8,0.84,0.62,0.4,0.67,0.62,0.43,0.77,0.57,0.23,0.46,0.75
chr1_26322050,0.55,0.3599999999999999,0.23,0.0,0.3599999999999999,0.5,0.5,0.38,0.55,0.46,0.37,0.5,0.31,0.78,0.38,0.5,0.57,0.51,0.06,0.3599999999999999,0.3599999999999999,0.21,0.1,0.35,0.26,0.15,0.34,0.37,0.27,0.32,0.2
chr2_61460299,0.82,0.83,0.59,0.73,0.82,0.65,0.74,0.67,0.7,0.89,0.84,0.91,0.82,0.68,0.92,0.91,0.62,0.77,0.74,0.8,0.75,0.59,0.71,0.65,0.63,0.59,0.56,0.64,0.56,0.56,0.49
chr5_170197291,0.5,0.83,0.92,0.86,0.94,0.97,0.0,0.95,0.0,0.96,0.95,0.97,0.92,0.53,0.86,1.0,0.5,0.3,0.54,0.0,0.0,0.41,0.0,0.42,0.45,0.43,0.86,0.33,0.45,0.4,0.34
chr8_118112584,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.36,0.47,0.0,0.0,0.22,0.85,0.36,0.74,0.43,0.0,0.42,0.48,0.51,0.65,0.87,0.43,0.47,0.44,0.55
chr2_113128161,0.89,0.53,0.77,0.81,0.75,0.61,0.71,0.65,0.75,0.75,0.8,0.8,0.69,0.76,0.71,0.64,0.62,0.47,0.75,0.6,0.77,0.41,0.57,0.58,0.46,0.57,0.6,0.62,0.56,0.47,0.59
chr3_74712314,0.7,0.41448275862068956,0.31,0.75,0.9,0.06,0.0,0.57,0.41448275862068956,0.84,0.66,0.63,0.73,0.47,0.0,0.68,0.91,0.0,0.53,0.6,0.7,0.0,0.0,0.55,0.93,0.0,0.0,0.5,0.0,0.0,0.0
chr11_58318227,0.84,0.81,0.81,0.84,0.9,0.79,0.63,0.8,0.63,0.96,0.9,0.88,1.0,0.71,0.85,0.86,0.84,0.7543333333333334,0.7,0.87,0.62,0.54,0.6,0.55,0.6,0.64,0.68,0.67,0.88,0.66,0.57
chr12_30980108,0.74,0.44,0.87,0.84,0.91,0.74,0.52,0.77,0.77,0.46,0.46,0.55,0.64,0.45,0.71,0.77,0.29,0.57,0.8,0.43,0.69,0.0,0.45,0.0,0.0,0.81,0.0,0.39,0.46,0.46,0.52
chr16_23142442,0.77,0.77,0.82,0.85,0.83,0.78,0.85,0.85,0.83,0.85,0.83,0.87,0.87,0.8,0.72,0.78,0.93,0.9,0.86,0.83,0.8,0.6,0.75,0.79,0.75,0.63,0.74,0.76,0.6,0.72,0.64
chr1_97119332,0.9,0.72,0.85,0.9,0.8,0.87,0.82,0.9,0.89,0.9,0.92,0.88,0.91,0.96,0.97,0.92,0.96,0.81,0.83,0.92,0.96,0.82,0.81,0.74,0.65,0.7,0.77,0.76,0.8,0.71,0.67
chr1_9321445,0.72,0.8,0.5,0.89,0.83,0.88,0.48,0.76,0.42,1.0,0.78,0.87,0.0,0.97,0.81,0.94,0.61,0.5,0.71,0.95,0.7,0.0,0.89,0.47,0.84,0.37,0.41,0.01,0.87,0.37,0.0
chr12_34335688,0.33,0.4,0.46,0.35,0.42,0.42,0.45,0.39,0.38,0.52,0.53,0.31,0.36,0.35,0.26,0.52,0.32,0.22,0.58,0.16,0.43,0.25,0.34,0.26,0.06,0.2,0.3,0.28,0.11,0.12,0.24
chr5_134080056,0.58,0.79,0.76,0.92,0.44,0.9,0.89,0.71,0.65,0.58,0.94,0.63,0.68,0.77,0.6,0.93,0.53,0.54,0.56,0.66,0.55,0.0,0.62,0.0,0.03,0.5,0.91,0.62,0.02,0.02,0.57
chr6_28479017,0.44,0.71,0.37,0.44,0.53,0.58,0.57,0.4,0.33,0.69,0.11,0.66,0.56,0.4,0.23,0.44,0.48,0.36,0.77,0.22,0.31,0.24,0.18,0.39,0.42,0.16,0.17,0.12,0.12,0.14,0.2
chr17_29125918,0.48,0.4,0.71,0.38,0.33,0.39,0.87,0.82,0.66,0.55,0.0,0.7,0.81,0.66,0.81,0.0,0.69,0.75,0.43,0.81,0.4,0.35,0.38,0.0,0.31,0.36,0.35,0.36,0.0,0.39,0.72
chr6_1515332,0.03,0.0,0.07,0.55,0.0,0.58,0.0,0.0,0.0,0.0,0.65,0.42,0.55,0.08,0.0,0.88,0.336,0.08,0.0,0.91,0.0,0.71,0.0,0.0,0.63,0.62,0.59,0.62,0.81,0.64,0.66
chr2_127559212,0.72,0.59,0.76,0.78,0.59,0.58,0.74,0.8,0.63,0.82,0.64,0.86,0.85,0.71,0.81,0.75,0.71,0.59,0.73,0.88,0.5,0.45,0.5,0.48,0.51,0.41,0.46,0.53,0.79,0.73,0.54
chr5_34500775,0.82,0.27,0.42,0.75,0.37,0.8,0.63,0.82,0.23,0.76,0.83,0.4,0.69,0.47,0.33,0.85,0.3,0.38,0.5,0.84,0.61,0.36,0.0,0.0,0.0,0.32,0.34,0.45,0.3,0.75,0.35
chr17_79773924,0.81,0.7,0.75,0.6,0.85,0.73,0.8,0.92,0.92,0.83,1.0,0.81,0.9,0.93,0.66,0.88,0.7586666666666666,0.76,0.91,0.81,0.85,0.52,0.78,0.58,0.68,0.74,0.6,0.59,0.66,0.61,0.58
chr12_108811288,0.92,0.86,0.8327586206896552,0.85,0.75,0.93,0.8,0.93,0.91,0.89,0.93,0.96,0.86,0.89,0.92,0.96,0.8327586206896552,0.78,1.0,0.8,0.81,0.71,0.66,0.78,0.8,0.76,0.79,0.74,0.73,0.8,0.63
chr10_89583849,1.0,0.83,0.64,0.9,0.41,0.29,1.0,0.81,0.6696296296296297,0.76,1.0,0.84,0.93,0.76,0.72,0.6696296296296297,0.6696296296296297,0.42,0.6696296296296297,1.0,0.6,0.47,0.89,0.52,0.52,0.51,0.51,0.87,0.47,0.0,0.41
chr4_81204968,0.7,0.55,0.35,0.41,0.51,0.48,0.78,0.51,0.5,0.53,0.7,0.51,0.61,0.68,0.69,0.55,0.52,0.34,0.52,0.73,0.61,0.43,0.3,0.54,0.41,0.34,0.41,0.36,0.41,0.32,0.37
chr10_117126285,0.78,0.68,0.8,0.8,0.78,0.85,0.68,0.81,0.76,0.74,0.76,0.74,0.82,0.81,0.74,0.83,0.87,0.76,0.63,0.8,0.8,0.7,0.66,0.7,0.67,0.51,0.67,0.68,0.57,0.62,0.71
