0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,sALS_21,sALS_22,sALS_23,sALS_24,sALS_25,sALS_26,sALS_27,sALS_28,sALS_29,sALS_30,sALS_31,sALS_33,sALS_34,sALS_35,sALS_36,sALS_37,sALS_38,sALS_39,sALS_40,Control_51
chr7_100634492,0.9,0.69,0.72,1.0,0.82,0.6,0.7,0.92,0.91,0.9,0.94,0.91,0.58,0.76,0.8,0.85,0.8394594594594593,0.63,0.77,0.78,0.95,0.8,0.81,1.0,0.9,0.73,0.97,0.88,0.8,0.94,0.81,1.0,0.87,1.0,0.8394594594594593,0.77,0.86,0.86,0.93,0.8394594594594593
chr15_64951040,0.15,0.27,0.14,0.29,0.14,0.11,0.2,0.12,0.36,0.08,0.09,0.19,0.0,0.13,0.22,0.08,0.14,0.25,0.31,0.04,0.2,0.13,0.18,0.29,0.25,0.33,0.63,0.13,0.2,0.16,0.13,0.25,0.5,0.15,0.25,0.24,0.35,0.44,0.43,0.38
chr11_128688064,0.75,0.88,0.83,0.92,0.7,0.81,0.92,0.81,0.92,0.88,0.82,0.91,0.94,0.88,0.88,0.86,0.78,0.79,0.95,0.87,0.76,0.68,0.8,0.79,0.75,0.95,0.57,0.87,0.75,0.89,0.74,0.8,0.66,0.72,0.84,0.75,0.82,0.81,0.8,0.95
chr13_24938641,0.0,0.8,0.79,0.76,0.82,0.0,0.69,0.55,0.79,0.83,0.82,0.8,0.37,0.75,0.44,0.75,0.79,0.78,0.36,0.48,0.7,0.71,0.83,0.79,0.44,0.91,0.74,0.79,0.8,0.83,0.8,0.3,0.44,0.4,0.92,0.87,0.46,0.53,0.8,0.66
chr22_37983211,0.84,0.77,0.86,0.8,0.88,0.79,0.9,0.89,0.97,1.0,0.8,0.98,0.78,0.84,0.86,0.9,0.86,0.77,0.84,0.9,0.82,0.75,0.81,0.82,0.77,0.84,0.81,0.85,0.82,0.72,0.79,0.83,0.81,0.77,0.75,0.74,0.73,0.83,0.81,0.82
chr18_80160124,0.44,0.5,0.39,0.76,0.36,0.77,0.44,0.56,0.42,0.54,0.48,0.55,0.56,0.61,0.27,0.37,0.48,0.17,0.8,0.12,0.28,0.55,0.45,0.34,0.43,0.25,0.63,0.2,0.2,0.48,0.4,0.38,0.32,0.28,0.2,0.45,0.3,0.57,0.15,0.33
chr3_50191709,0.86,0.78,0.81,0.83,0.92,0.82,0.95,0.67,0.96,0.85,0.84,0.85,0.89,0.86,0.87,0.89,0.91,0.84,0.7,0.82,0.72,0.62,0.7,0.74,0.47,0.87,0.77,0.83,0.94,0.81,0.83,0.82,0.81,0.81,0.66,0.6,0.72,0.78,0.75,0.68
chr4_35463897,0.76,0.6,0.64,0.7,0.61,0.75,0.82,0.69,1.0,0.76,0.8,0.81,0.81,0.77,0.77,0.8,0.85,0.66,0.8,0.76,0.74,0.6,0.73,0.57,0.78,0.7,0.66,0.76,0.5,0.77,0.67,0.77,0.56,0.72,0.4,0.79,0.58,0.77,0.66,0.79
chr19_53993090,0.36,0.39,0.31,0.42,0.64,0.32,0.37,0.49,0.24,0.23,0.25,0.38,0.38,0.2,0.18,0.38,0.53,0.35,0.13,0.34,0.25,0.12,0.4,0.28,0.45,0.39,0.16,0.22,0.13,0.12,0.35,0.31,0.4,0.15,0.39,0.28,0.46,0.13,0.1,0.21
chr19_50510771,0.35,0.47,0.44,0.6,0.3,0.73,0.47,0.41,0.38,0.54,0.61,0.69,0.53,0.39,0.52,0.52,0.5,0.33,0.5,0.26,0.54,0.38,0.46,0.42,0.43,0.45,0.29,0.41,0.35,0.23,0.34,0.25,0.36,0.64,0.3,0.3,0.39,0.39,0.44,0.38
chr11_18456274,0.91,0.72,0.61,0.89,0.65,0.68,0.42,0.78,0.63,0.8,0.76,0.7,0.5,0.69,0.6,0.68,0.6438461538461537,0.57,0.81,0.65,0.47,0.68,0.5,0.78,0.75,0.47,0.45,0.86,0.52,0.76,0.75,0.5,0.73,0.33,0.25,0.71,0.75,0.58,0.62,0.6
chr17_6654986,0.05,0.0,0.04,0.33,0.8,0.82,0.48,0.84,0.35,0.0,0.75,0.51,0.45,0.66,0.53,0.86,0.85,0.29,0.33,0.86,0.84,0.44,0.53,0.75,0.06,0.04,0.25,0.35,0.48,0.0,0.01,0.01,0.46,0.4,0.48,0.0,0.42,0.51,0.45,0.44
chr12_7092255,0.37,0.83,0.36,0.2,0.56,0.32,0.61,0.37,0.47,0.29,0.51,0.61,0.6,0.48,0.55,0.43,0.53,0.66,0.38,0.78,0.33,0.41,0.2,0.38,0.41,0.41,0.44,0.75,0.5,0.61,0.32,0.33,0.35,0.61,0.42,0.43,0.28,0.4,0.24,0.58
chr12_1566899,0.68,0.55,0.66,0.54,0.7,0.8,0.67,0.88,0.54,0.54,0.51,0.66,0.74,0.57,0.57,0.42,0.58,0.66,0.72,0.56,0.48,0.51,0.63,0.25,0.5,0.78,0.65,0.39,0.41,0.57,0.63,0.71,0.55,0.71,0.44,0.69,0.28,0.66,0.21,0.65
chr20_25750797,0.37,0.69,0.26,0.54,0.56,0.59,0.45,0.46,0.29,0.05,0.57,0.25,0.68,0.27,0.36,0.43,0.2,0.25,0.3412820512820513,0.28,0.41,0.34,0.28,0.21,0.47,0.21,0.24,0.15,0.41,0.36,0.15,0.5,0.27,0.33,0.26,0.31,0.18,0.45,0.03,0.2
chr11_130315945,0.0,0.42,0.35,0.31,0.326923076923077,0.21,0.57,0.43,0.2,0.23,0.2,0.2,0.43,0.18,0.35,0.33,0.28,0.38,0.11,0.3,0.16,0.35,0.7,0.31,0.6,0.2,0.48,0.09,0.6,0.46,0.39,0.21,0.36,0.37,0.31,0.07,0.2,0.5,0.5,0.41
chr5_179224575,0.41,0.5,0.32,0.0,0.0,0.58,0.5,0.42,0.31,0.47,0.0,0.0,0.44,0.48,0.0,0.52,0.23,0.72,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.42,0.5,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0
chr1_20154418,0.79,0.73,0.78,0.72,0.71,0.78,0.9,0.71,0.76,0.88,0.68,0.82,0.88,0.87,0.78,0.8,0.6,0.96,0.73,0.96,0.74,0.64,0.76,0.69,0.69,0.84,0.73,0.82,0.58,0.78,0.74,0.8,0.62,0.8,0.76,0.78,0.71,0.7,0.7,0.76
chr17_17075519,0.33,0.79,0.78,0.78,0.85,0.81,0.82,0.75,0.83,0.4,0.88,0.83,0.75,0.67,0.36,0.39,0.82,0.33,0.88,0.36,0.36,0.71,0.4,0.38,0.55,0.4,0.37,0.48,0.54,0.76,0.76,0.8,0.66,0.63,0.75,0.45,0.27,0.42,0.87,0.35
chr6_53244598,0.09,0.31,0.0,0.07,0.13,0.22,0.2,0.05,0.05,0.18,0.0,0.18,0.06,0.0,0.15,0.1,0.06,0.33,0.35,0.0,0.17,0.24,0.46,0.29,0.17918918918918916,0.15,0.5,0.0,0.17918918918918916,0.18,0.38,0.26,0.66,0.17918918918918916,0.07,0.06,0.3,0.25,0.13,0.0
chr11_1755725,0.29,0.06,0.12,0.17,0.21,0.25,0.12,0.32,0.21,0.09,0.4,0.14,0.25,0.18,0.31,0.23,0.14,0.09,0.23,0.18,0.17,0.19,0.35,0.44,0.34,0.22,0.24,0.21,0.37,0.23,0.41,0.18,0.33,0.4,0.22,0.26,0.38,0.23,0.27,0.18
chr1_33275131,0.24,0.2,0.38,0.29,0.29,0.27,0.26,0.18,0.17,0.29,0.58,0.29,0.41,0.19,0.22,0.35,0.43,0.25,0.44,0.11,0.32717948717948714,0.4,0.33,0.43,0.1,0.35,0.42,0.34,0.7,0.35,0.51,0.37,0.53,0.29,0.38,0.25,0.42,0.18,0.35,0.22
chr10_64041859,0.23,0.19,0.04,0.58,0.55,0.5,0.33,0.42,0.39,0.42,0.0,0.46,0.5,0.4,0.27,0.33,0.26,0.33,0.3028205128205128,0.43,0.22,0.13,0.17,0.2,0.25,0.22,0.32,0.25,0.45,0.27,0.28,0.22,0.43,0.1,0.21,0.2,0.15,0.39,0.37,0.35
chr22_36865686,0.57,0.58,0.8,0.66,0.75,0.66,0.72,0.75,0.5,0.72,0.66,0.45,0.72,0.72,0.73,0.65,0.73,0.83,0.76,0.54,0.61,0.58,0.53,0.53,0.59,0.61,0.57,0.57,0.63,0.3,0.6,0.43,0.66,0.41,0.47,0.68,0.57,0.55,0.57,0.76
chr3_195112582,0.0,0.23,0.61,0.42,0.76,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.25,0.26,0.3,0.0,0.07,0.58,0.61,0.0,0.0,0.2,0.8,0.75,0.88,0.53,0.71,0.0,0.30564102564102563,0.41,0.68,0.51,0.0,0.09,0.36,0.0,0.5,0.0,0.75
chr17_39193457,0.0,0.0,0.0,0.6,0.42,0.0,0.54,0.37,0.93,0.0,0.68,0.0,0.0,0.361578947368421,0.361578947368421,0.0,0.78,0.62,0.42,0.06,0.52,0.43,0.0,0.73,0.47,0.89,0.0,0.0,0.8,0.33,0.45,0.61,0.0,0.5,0.66,0.0,0.57,0.04,0.77,0.55
chr7_4882302,0.4,0.41,0.32,0.26,0.32,0.44,0.45,0.37,0.26,0.08,0.4,0.48,0.33,0.28,0.36,0.51,0.36,0.24,0.28,0.3,0.24,0.18,0.33,0.14,0.22,0.43,0.19,0.17,0.28,0.31,0.29,0.17,0.3,0.39,0.25,0.36,0.05,0.37,0.28,0.28
chr3_72042945,0.17,0.06,0.15,0.36777777777777776,0.25,0.55,0.05,0.7,0.33,0.16,0.22,0.23,0.11,0.4,0.33,0.57,0.5,0.25,0.62,0.5,0.36777777777777776,0.4,0.33,0.64,0.33,0.36777777777777776,0.72,0.18,0.21,0.38,0.41,0.36777777777777776,0.81,0.42,0.5,0.11,0.53,0.7,0.42,0.0
chr3_130030936,0.8,0.86,0.88,0.85,0.95,0.68,0.85,0.88,0.93,0.81,0.84,0.78,0.75,1.0,0.81,0.9,1.0,0.9,0.83,0.94,0.75,0.8281578947368422,0.76,0.68,0.66,0.8281578947368422,0.85,0.73,0.84,0.85,0.8,0.77,0.9,0.68,0.89,0.87,0.69,0.88,0.63,1.0
chr1_29677463,0.83,0.65,0.83,0.71,0.69,0.72,0.59,0.73,0.9,0.78,0.65,0.87,0.81,0.85,0.61,0.75,0.75,0.84,0.81,0.76,0.68,0.6,0.64,0.59,0.76,0.73,0.58,0.67,0.41,0.8,0.75,0.59,0.78,0.8,0.9,0.82,0.69,0.65,0.67,0.92
chr16_29213120,0.83,1.0,0.19,0.9,0.88,0.47,0.51,0.37,0.5,0.93,0.95,0.86,0.62,0.5,0.65,0.9,0.85,0.86,0.0,0.93,0.82,0.85,0.91,0.9,0.86,0.6,0.81,0.9,0.85,0.86,0.88,0.61,0.81,0.58,0.6,0.91,0.83,0.6,0.51,0.33
chr1_46343180,0.4,0.3,0.39,1.0,0.26,0.94,0.79,0.0,0.8,0.15,0.42,0.8,0.85,0.73,0.85,0.92,0.88,0.33,0.77,0.0,0.76,0.43,0.92,0.43,0.83,0.8,0.0,0.0,0.16,0.5102631578947369,0.88,0.27,0.26,0.5102631578947369,0.44,0.03,0.82,0.38,0.4,0.0
chr8_37946813,0.85,0.91,0.78,0.84,0.72,0.95,0.76,0.83,1.0,0.93,0.86,0.89,0.96,1.0,0.8,0.81,0.83,0.92,0.87,0.71,0.76,0.7,0.62,0.75,0.83,0.86,0.8,0.78,0.68,0.81,0.81,0.73,0.82,0.78,0.77,0.89,0.76,0.85,0.76,0.72
chr7_98133155,0.15,0.11,0.0,0.0,0.08,0.15,0.04,0.05,0.10944444444444444,0.0,0.14,0.14,0.06,0.05,0.17,0.08,0.0,0.0,0.11,0.14,0.09,0.10944444444444444,0.14,0.19,0.06,0.10944444444444444,0.25,0.05,0.15,0.0,0.17,0.09,0.41,0.18,0.06,0.10944444444444444,0.13,0.32,0.12,0.06
chr13_96847298,0.37,0.46,0.39,0.79,0.81,0.8,0.0,0.41,0.33,0.37,0.53,0.44,0.39,0.78,0.0,0.41,0.9,0.35,0.76,0.0,0.76,0.5028947368421053,0.33,0.55,0.76,0.9,0.92,0.94,0.5,0.34,0.83,0.54,0.5028947368421053,0.3,0.65,0.35,0.34,0.0,0.81,0.0
chr8_11052808,0.8,0.66,0.41,0.8,0.79,0.44,0.92,0.72,0.9,1.0,0.92,0.75,0.85,0.9,0.81,0.7,1.0,0.8,0.9,0.75,0.85,0.74,0.84,0.73,0.71,0.84,0.77,0.75,0.83,0.75,0.75,0.8,0.0,0.8,0.83,0.3,0.86,0.78,0.61,0.77
chr2_151364043,0.36,0.25,0.13,0.27,0.35,0.5,0.14,0.36,0.41,0.31,0.14,0.07,0.25,0.2,0.22,0.2,0.46,0.37,0.51,0.28,0.4,0.31,0.43,0.53,0.55,0.3,0.75,0.3,0.24,0.43,0.4,0.22,0.76,0.4,0.36,0.22,0.48,0.6,0.37,0.15
chr22_37018539,0.86,0.89,0.87,0.87,0.93,0.9,0.85,0.9,0.87,0.83,0.84,0.9,0.92,0.92,0.84,0.97,0.8,0.84,0.92,0.93,0.79,0.79,0.84,0.82,0.75,0.91,0.65,0.79,0.74,0.88,0.86,0.83,0.75,0.68,0.77,0.83,0.81,0.77,0.7,0.81
chr7_4203945,0.44,0.44,0.69,0.76,0.83,0.29,0.4,0.57,0.69,0.0,0.76,0.85,0.42,0.82,0.48,0.87,0.34,0.43,0.87,0.75,0.0,0.36,0.77,0.7,0.0,0.46,0.46,0.86,0.48,0.47,0.0,0.79,0.43,0.42,0.41,0.43,0.84,0.3,0.44,0.79
chr12_90164281,0.31,0.37,0.52,0.36,0.32,0.38,0.36,0.38,0.3,0.08,0.15,0.29,0.25,0.45,0.3,0.47,0.27,0.2,0.07,0.5,0.4,0.36710526315789477,0.53,0.35,0.2,0.54,0.42,0.48,0.5,0.41,0.64,0.35,0.36710526315789477,0.36,0.52,0.3,0.66,0.44,0.34,0.18
chr9_21694665,0.76,0.41,0.29,0.0,0.47,0.0,0.87,0.31,0.52,0.0,0.32,0.5,0.52,0.32,0.81,0.0,0.81,0.75,0.45,0.38,0.0,0.66,0.0,0.41,0.8,0.37,0.42,0.0,0.0,0.44,0.37,0.0,0.69,0.74,0.0,0.0,0.7,0.76,0.0,0.46
chr20_51610687,0.69,0.65,0.5,0.2,0.44,0.36,0.77,0.43,0.0,0.61,0.8,0.33,0.41,0.7,0.57,0.58,0.8,0.11,0.0,0.0,0.74,0.0,0.66,0.56,0.72,0.63,0.45,0.0,0.62,0.63,0.32,0.75,0.67,0.53,0.75,0.77,0.44,0.37,0.65,0.47
chr11_64373628,0.0,0.05,0.03,0.05,0.05,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.04,0.08,0.04,0.0,0.0,0.0,0.06,0.12,0.12,0.04,0.08,0.23,0.03,0.06,0.0,0.01,0.02,0.35,0.07,0.04,0.05282051282051283,0.0,0.05,0.2,0.0
chr20_62951697,0.05,0.05,0.05,0.0,0.05,0.37,0.1,0.5,0.41,0.31,0.22,0.03,0.0,0.21,0.33,0.31,0.12,0.35,0.42,0.09,0.19,0.16,0.53,0.56,0.12,0.1,0.4,0.1,0.46,0.11,0.39,0.13,0.53,0.36,0.2,0.37,0.35,0.22,0.25,0.0
chr7_65239540,0.82,0.45,0.62,0.79,0.72,0.51,0.82,0.75,0.69,0.78,0.44,0.54,0.76,0.65,0.57,0.65,0.66,0.64,0.72,0.73,0.46,0.51,0.55,0.6,0.62,0.55,0.41,0.5,0.6,0.45,0.69,0.59,0.47,0.64,0.6,0.64,0.51,0.5,0.45,0.65
chr8_141237275,0.62,0.76,0.6,0.56,0.8,0.83,0.6,0.9,0.96,0.87,0.72,0.63,0.82,0.79,0.58,0.87,0.68,0.7,0.76,0.72,0.82,0.84,0.81,0.85,0.58,0.75,0.83,0.75,0.72,0.8,0.96,0.88,0.87,0.75,0.85,0.75,0.79,0.89,0.85,0.73
chr20_1468196,0.0,0.05,0.0,0.06,0.07,0.08,0.11,0.0,0.14,0.0,0.07,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.11,0.08486486486486489,0.0,0.16,0.06,0.1,0.18,0.1,0.27,0.12,0.0,0.04,0.1,0.15,0.33,0.08,0.08486486486486489,0.08486486486486489,0.08,0.28,0.2,0.0
chr2_131626807,0.31,0.27,0.23,0.02,0.36,0.08,0.56,0.66,0.66,0.29,0.12,0.22,0.41,0.21,0.33,0.39,0.35,0.58,0.44,0.6,0.34,0.55,0.53,0.38,0.1,0.48,0.34,0.34,0.8,0.4,0.38,0.39,0.36,0.39,0.73,0.75,0.63,0.56,0.34,0.32
chr8_144524876,0.03,0.43,0.45,0.51,0.21,0.36,0.17,0.37,0.27,0.52,0.15,0.3,0.33,0.36,0.19,0.36,0.28,0.39,0.42,0.57,0.25,0.32,0.13,0.24,0.22,0.46,0.14,0.19,0.41,0.17,0.21,0.31,0.25,0.23,0.39,0.25,0.36,0.16,0.17,0.42
chr16_89749785,0.07,0.0,0.02,0.0,0.12,0.29,0.03,0.14,0.1,0.06,0.09,0.0,0.08,0.08,0.36,0.07,0.3,0.12,0.07,0.05,0.03,0.1,0.2,0.32,0.18,0.06,0.43,0.03,0.38,0.11,0.23,0.21,0.44,0.14,0.04,0.07,0.13,0.38,0.2,0.05
chr2_239230463,0.1,0.07,0.13,0.0,0.07,0.31,0.21,0.12,0.05,0.0,0.13,0.15,0.0,0.06,0.17,0.0,0.0,0.06,0.26,0.08,0.1,0.19,0.05,0.34,0.5,0.0,0.31,0.0,0.23,0.15,0.31,0.16,0.45,0.06,0.14435897435897435,0.14,0.11,0.33,0.23,0.0
chr1_43349652,0.62,0.2,0.69,0.86,0.8,0.78,0.86,0.84,0.67,0.61,0.51,0.73,0.78,0.8,0.62,0.87,0.79,0.86,0.75,0.66,0.41,0.57,0.66,0.67,0.74,0.64,0.61,0.56,0.68,0.4,0.61,0.42,0.61,0.8,0.74,0.56,0.33,0.64,0.5,0.84
chr9_124505996,0.77,0.56,0.76,0.73,0.59,0.68,0.65,0.67,0.69,0.68,0.84,0.8,0.74,0.71,0.77,0.73,0.78,0.66,0.57,0.66,0.65,0.52,0.67,0.71,0.67,0.72,0.65,0.63,0.63,0.65,0.59,0.67,0.67,0.53,0.66,0.7,0.65,0.72,0.57,0.68
chr4_6453211,0.8,0.82,0.85,0.86,0.92,0.75,0.8,0.75,0.88,0.88,0.82,0.68,0.75,0.61,0.55,0.7326315789473685,0.81,0.7326315789473685,0.78,0.76,0.61,0.55,0.71,0.63,0.82,0.8,0.74,0.76,0.66,0.5,0.72,0.69,0.81,0.41,0.69,0.71,0.86,0.71,0.5,0.89
chr20_62959471,0.43,0.41,0.06,0.52,0.61,0.51,0.25,0.04,0.04,0.01,0.6,0.22,0.39,0.48,0.4,0.47,0.25,0.6,0.13,0.08,0.38,0.45,0.62,0.35,0.51,0.04,0.21,0.74,0.1,0.33,0.36,0.28,0.44,0.41,0.7,0.09,0.4,0.68,0.62,0.7
chr11_2449520,0.86,0.77,0.77,0.74,0.47,0.72,0.82,0.38,0.4,0.91,0.77,0.78,0.8,0.34,0.36,0.79,0.43,0.6,0.52,0.41,0.39,0.0,0.87,0.74,0.69,0.37,0.36,0.0,0.85,0.71,0.37,0.88,0.77,0.36,0.71,0.45,0.46,0.43,0.75,0.7
chr20_50451207,0.04,0.04,0.0,0.0,0.1,0.06,0.09,0.07,0.05,0.0,0.07,0.0,0.04,0.0,0.06,0.0,0.16,0.03,0.0,0.0,0.06,0.04,0.02,0.12,0.25,0.01,0.36,0.08,0.0,0.0,0.14,0.12,0.23,0.07,0.0,0.03,0.18,0.19,0.17,0.0
chr16_85360653,0.66,0.72,0.52,0.52,0.72,0.61,0.73,0.57,0.51,0.66,0.7,0.62,0.73,0.54,0.5,0.66,0.52,0.63,0.66,0.71,0.57,0.58,0.57,0.62,0.59,0.6,0.62,0.58,0.43,0.43,0.56,0.54,0.57,0.43,0.52,0.76,0.48,0.54,0.48,0.9
chr19_3655920,0.84,0.61,0.75,0.76,0.63,0.81,0.64,0.66,0.69,0.72,0.78,0.72,0.6997368421052632,0.76,0.69,0.75,0.76,0.54,0.9,0.83,0.61,0.54,0.62,0.56,0.4,0.72,0.76,0.74,0.57,0.78,0.69,0.69,0.8,0.78,0.6997368421052632,0.5,0.7,0.69,0.75,0.85
chr1_56524388,0.69,0.3,0.35,0.4,0.42,0.72,0.52,0.55,0.44,0.48,0.5,0.63,0.61,0.6,0.48,0.46,0.75,0.44,0.56,0.42,0.41,0.47,0.52,0.66,0.64,0.54,0.59,0.48,0.64,0.7,0.62,0.5,0.6,0.73,0.62,0.58,0.77,0.73,0.69,0.2
chr9_134338084,0.7,0.66,0.55,0.69,0.67,0.64,0.7,0.5,0.6,0.79,0.67,0.63,0.88,0.8,0.71,0.8,0.67,0.51,0.61,0.83,0.58,0.62,0.6,0.48,0.5,0.73,0.52,0.65,0.58,0.66,0.51,0.67,0.52,0.65,0.57,0.72,0.63,0.52,0.53,0.63
chr10_86364121,0.34,0.29,0.5,0.51,0.17,0.28,0.41,0.52,0.25,0.84,0.2,0.45,0.34,0.52,0.26,0.43,0.42,0.5,0.6,0.22,0.34,0.38,0.46,0.24,0.32,0.31,0.22,0.22,0.16,0.21,0.5,0.63,0.34,0.18,0.13,0.18,0.23,0.43,0.19,0.18
chr6_109318453,0.23,0.0,0.27,0.43,0.64,0.26,0.6,0.81,0.46,0.28,0.56,0.81,0.69,0.67,0.37,0.33,0.76,0.71,0.75,0.58,0.46,0.68,0.22,0.27,0.53,0.76,0.23,0.32,0.38,0.52,0.24,0.0,0.4,0.0,0.44,0.31,0.21,0.45,0.16,0.0
chr20_61409139,0.74,0.59,0.72,0.0,0.0,0.61,0.76,0.0,0.8,0.75,0.68,0.73,0.83,0.62,0.81,0.56,0.76,0.25,0.57,0.4,0.69,0.59,0.76,0.78,0.33,0.33,0.55,0.3,0.08,0.0,0.55,0.37,0.73,0.18,0.5,0.0,0.27,0.73,0.62,0.72
chr2_27205305,0.87,0.38,0.86,0.87,0.83,0.94,0.82,0.92,0.88,0.83,0.88,0.84,0.79,0.83,0.81,0.86,0.85,0.8,0.87,0.88,0.73,0.33,0.43,0.74,0.8,0.84,0.78,0.39,0.81,0.31,0.8,0.86,0.86,0.9,0.87,0.82,0.89,0.84,0.81,0.75
chr17_9177791,1.0,0.42,0.5,0.41,0.9,0.92,0.91,0.9,0.0,1.0,0.45,0.6,0.41,0.77,0.35,1.0,0.685,0.685,0.685,0.84,0.54,0.38,0.88,0.8,0.75,0.95,0.78,0.86,0.685,0.63,0.5,0.47,0.48,0.92,1.0,0.92,0.79,0.57,0.73,0.33
chr3_123980392,0.41,0.3,0.34,0.08,0.22,0.32,0.34,0.25,0.18,0.48,0.34,0.47,0.33,0.34,0.17,0.34,0.33,0.29,0.1,0.17,0.35,0.17,0.49,0.17,0.36,0.31,0.2,0.22,0.6,0.18,0.15,0.51,0.29,0.27,0.34,0.3,0.5,0.64,0.5,0.3
chr16_88840774,0.27,0.21,0.33,0.25,0.21,0.45,0.26,0.41,0.22,0.4,0.37,0.12,0.05,0.23,0.39,0.37,0.42,0.24,0.52,0.17,0.27,0.38,0.47,0.64,0.37,0.15,0.45,0.27,0.5,0.18,0.45,0.22,0.61,0.38,0.13,0.23,0.45,0.41,0.41,0.0
chr6_112367076,0.25,0.51,0.5,0.47,0.73,0.44,0.5,0.36,0.55,0.45,0.1,0.41,0.66,0.31,0.28,0.31,0.42,0.47,0.3,0.58,0.34,0.17,0.52,0.26,0.41,0.28,0.22,0.27,0.28,0.37,0.46,0.52,0.26,0.38,0.34,0.52,0.69,0.31,0.38,0.28
chr2_21441785,0.72,0.67,0.89,0.77,0.87,0.75,0.73,0.81,0.83,0.81,0.76,0.71,0.71,0.7,0.9,0.78,0.82,0.71,0.83,0.7,0.79,0.84,0.72,0.73,0.48,0.73,0.67,0.52,0.72,0.4,0.79,0.57,0.68,0.51,0.75,0.86,0.72,0.73,0.82,0.64
chr14_96244002,0.66,0.87,0.7,0.7,0.75,0.86,0.63,0.69,0.63,0.85,0.61,0.79,0.9,0.66,0.72,0.68,0.78,0.75,0.76,0.77,0.67,0.71,0.7,0.68,0.68,0.59,0.78,0.35,0.56,0.59,0.72,0.83,0.69,0.62,0.67,0.61,0.73,0.75,0.75,0.7
chr6_41653267,0.82,0.92,0.86,0.86,0.84,0.35,0.82,0.92,0.77,0.77,0.77,0.83,0.83,0.47,0.89,1.0,0.35,0.76,0.92,0.85,0.0,0.65,0.38,0.28,0.74,0.83,0.78,0.78,0.86,0.56,0.76,0.86,0.46,0.8,0.36,0.73,0.9,0.82,0.76,0.81
chr6_26319151,0.86,0.75,1.0,0.84,0.9,0.91,0.82,0.78,0.85,0.93,0.7,0.93,0.92,0.92,0.93,0.86,0.89,0.8,0.91,0.95,0.75,0.8464102564102564,0.81,0.72,0.73,0.66,0.65,0.9,0.96,0.91,0.88,0.86,0.78,0.9,0.81,0.88,0.82,0.76,0.93,0.85
chr17_66964166,0.28,0.66,0.36,0.3,0.54,0.33,0.26,0.33,0.52,0.16,0.42,0.44,0.41,0.53,0.44,0.3,0.14,0.38,0.69,0.65,0.41,0.4,0.55,0.39,0.42,0.66,0.42,0.4,0.37,0.31,0.45,0.4,0.44,0.57,0.62,0.66,0.6,0.42,0.68,0.52
chr13_111411230,0.59,0.73,0.61,0.8,0.81,0.67,0.7,0.66,0.63,0.79,0.25,0.74,0.61,0.64,0.54,0.57,0.59,0.27,0.45,0.78,0.48,0.46,0.51,0.59,0.71,0.33,0.34,0.57,0.51,0.29,0.51,0.27,0.6,0.34,0.48,0.58,0.26,0.72,0.66,0.68
chr8_22229375,0.73,0.6,0.46,0.64,0.61,0.55,0.54,0.71,0.78,0.76,0.66,0.55,0.52,0.62,0.66,0.58,0.81,0.4,0.5,0.68,0.6,0.57,0.66,0.63,0.3,0.73,0.65,0.61,0.54,0.55,0.48,0.47,0.61,0.5,0.5897435897435898,0.36,0.44,0.62,0.46,0.86
chr7_912170,0.5,0.5,0.44,0.68,0.7457894736842107,0.8,0.88,0.47,0.78,0.84,0.75,0.68,1.0,0.62,0.65,0.76,0.64,0.81,0.71,0.7457894736842107,0.52,0.7,0.66,0.82,0.87,0.91,0.8,0.87,0.85,0.81,0.79,0.94,0.45,0.95,0.9,0.62,0.91,0.82,0.84,0.8
chr7_158949648,0.87,0.03,0.23,0.52,0.03,0.46,0.54,0.0,0.0,0.0,0.43,0.55,0.51,0.0,0.0,0.0,0.82,0.48,0.48,0.02,0.0,0.01,0.46,0.0,0.0,0.0,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.37,0.0,0.54,0.35,0.0,0.0,0.0
chr22_39523036,0.76,0.61,0.78,0.56,0.73,0.54,0.67,0.53,0.5,0.5,0.46,0.71,0.66,0.41,0.57,0.62,0.72,0.5,0.52,0.54,0.56,0.57,0.51,0.42,0.53,0.5,0.43,0.65,0.58,0.55,0.58,0.48,0.47,0.46,0.46,0.39,0.36,0.52,0.57,0.61
chr11_1426504,0.85,0.93,0.9,0.88,0.87,0.81,0.93,0.85,0.94,0.7,0.84,0.93,1.0,0.81,0.88,0.88,1.0,0.8523684210526316,0.81,1.0,0.85,0.75,0.8,0.83,0.77,0.88,0.86,0.75,0.91,0.8,0.86,0.82,0.82,0.8523684210526316,0.64,0.8,0.84,0.9,0.87,0.83
